Grant Number,Title
RFA-HS-10-005,"arra-ahrq recovery act 2009 limited competition: prospect studies: building new clinical infrastructure for comparative effectiveness research (r01) note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-015,"â arra os: recovery act 2009 limited competition: scalable distributed research networks for comparative effectiveness research (r01) note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-010,"â arra os: recovery act 2009 limited competition: enhanced state data for analysis and tracking of comparative effectiveness impact: improved clinical content and race-ethnicity data (r01) note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-012,"arra os recovery act 2009 limited competition: comparative effectiveness delivery system evaluation grants (r01) note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-020,"â arra os recovery act 2009 limited competition: enhanced registries for quality improvement and comparative effectiveness research (r01) note: the policies, guidelines terms and conditions stated in this"
RFA-RM-09-006,novel statistical methods for human gene expression quantitative trait loci (eqtl) analysis (r01)
RFA-NR-10-004,â epigenetic factors associated with symptoms and complications of chronic disorders (r01)
RFA-DA-10-015,support opportunity for addiction research (soar) for new investigators (r03)
RFA-DA-09-021,support opportunity for addiction research (soar) for new investigators (r03)
RFA-HD-09-030,the role of human-animal interaction in child health and development (r03)
RFA-HD-09-010,limited competition: addressing health disparities in maternal and child health through community-based participatory research (r03)
RFA-OD-09-007,recovery act limited competition: academic research enhancement award (r15)
RFA-AE-10-001,"arra os: recovery act 2009: accelerating adoption of comparative effectiveness research results by providers and patients (r18) note: the policies, guidelines, terms, and conditions stated in this"
RFA-HS-10-002,"transforming primary care practice (r18) note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-021,"medical liability reform and patient safety demonstration projects (r18) note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-014,"â arra os: recovery act 2009 limited competition: accelerating implementation of comparative effectiveness findings on clinical and delivery system interventions by leveraging ahrq networks (r18)â â note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-013,"arra os recovery act 2009 limited competition: comparative effectiveness delivery system demonstration grants (r18) note: the policies, guidelines terms and conditions stated in this"
RFA-DA-10-002,"substance use and abuse among u.s. military personnel, veterans and their families (r21)"
RFA-AA-10-008,â gut-liver-brain interactions in alcohol-induced pathogenesis (r21)
RFA-AI-09-011,exploratory investigations in food allergy (r21)
RFA-AI-08-055,innovative approaches to target identification and assay development for fungal diagnosis (r21/r33)
RFA-DA-10-011,â exploring epigenomic processes and non-coding rnas in hiv/aids (r21)
RFA-DA-10-007,â cognitive remediation approaches to improve drug abuse treatment outcomes (r21)
RFA-DK-10-002,â human brown adipose tissue: methods for measurement of mass and activity (r21)
RFA-HD-09-033,â epigenetic processes in development (r21)
RFA-RM-09-009,development of new technologies needed for studying the human microbiome (r21)
RFA-HG-09-012,revolutionary genome sequencing technologies the $1000 genome (r21)
RFA-RM-09-021,development of new t ools for computational analysis of human microbiome project data (r21)
RFA-HS-10-009,"recovery act 2009 limited competition os arra: comparative effectiveness research to optimize prevention and healthcare management for the complex patient (r21) note: the policies, guidelines terms and conditions stated in this"
RFA-HS-10-022,"medical liability reform and patient safety planning grants (r21) note: the policies, guidelines terms and conditions stated in this"
RFA-MD-10-004,ncmhd innovative faith-based approaches to health disparities research (r21)
RFA-MH-10-011,â identification and characterization of sensitive periods for neurodevelopment in studies of mental illness (r21)
RFA-NR-10-002,chronic co-morbid conditions in hiv+ u.s. adults on highly-effective anti-retroviral therapy (r21)
RFA-NR-10-007,â advancing palliative care research for children facing life-limiting conditions (r21)
RFA-RR-09-001,instrument development for biomedical applications (r21)
RFA-HS-10-001,"recovery act 2009 limited competition: expansion of research capability to study comparative effectiveness in complex patients (r24) note: the policies, guidelines terms and conditions stated in this"
RFA-OD-10-007,â recovery act limited competition: framework programs for global health signature innovations initiative (r24)
RFA-HL-10-019,programs to increase diversity among individuals engaged in health-related research (pride) (r25)
RFA-HL-10-028,coordination core for programs to increase diversity among individuals engaged in health-related research (pride) (r25)
RFA-OD-09-009,recovery act limited competition: small business catalyst awards for accelerating innovative research (r43)
RFA-HG-07-012,"genome-wide association studies in the genes, environment, and health initiative - study investigators (u01)"
RFA-OD-09-003,recovery act limited competition: nih challenge grants in health and science research (rc1)
RFA-AI-07-040,"â barda/niaid medical countermeasures to mitigate and/or treat ionizing radiation-induced pulmonary injury: project bioshield (rc1) note: the project bioshield act of 2004, enacted on july 21, 2004, authorizes the secretary, department of health and human services (dhhs), through the program carried out by the national institute of allergy and infectious diseases (niaid), national institutes of health (nih), to expedite peer review and award of grants, contracts, and cooperative agreements to perform, administer, or support research and development of countermeasures determined by the secretary to be a priority to treat, identify, or prevent harm from any biological, chemical, radiological, or nuclear agent that may cause a public health emergency affecting national security, or adverse health consequences. consistent with this authority, the niaid is announcing a new grant initiative focused on the development of novel medical countermeasures to prevent or mitigate pulmonary injury or restore function after exposure to ionizing radiation.â"
RFA-OD-09-004,recovery act limited competition for nih grants: research and research infrastructure grand opportunities (rc 2)
RFA-OD-09-008,"recovery act limited competition: biomedical research, development, and growth to spur the acceleration of new technologies (brdg-span) pilot program (rc3)"
RFA-OD-10-009,recovery act limited competition: methodology development in comparative effectiveness research (rc4)
RFA-OD-10-005,recovery act limited competition: nih directorâs opportunity for research in five thematic areas (rc4)
RFA-OD-09-010,recovery act limited competition: building sustainable community-linked infrastructure to enable health science research (rc4)
RFA-OD-10-002,arraos: recovery act limited competition: behavioral economics for nudging the implementation of comparative effectiveness research: pilot research (rc4)
RFA-OD-10-001,arraos: recovery act limited competition: behavioral economics for nudging the implementation of comparative effectiveness research: clinical trials (rc4)
RFA-OD-10-008,"recovery act limited competition: comparative effectiveness research on upper endoscopy in gastroesophageal reflux disease (gerd), eradication methods for methicillin resistant staphylococcus aureus (mrsa), and dementia detection and management strategies (rc4)"
RFA-OD-10-010,recovery act limited competition: research on biosamples from selected diabetes clinical studies (rc4)
RFA-OD-10-006,â recovery act limited competition: program to enhance nih-supported global health research involving human subjects (s07)
RFA-HS-10-011,"â â ahrq arra recovery act 2009 limited competition: ahrq institutional national research service award (nrsa) postdoctoral comparative effectiveness development training award (t32) note:â the policies, guidelines terms and conditions stated in this"
RFA-AR-10-005,niams clinical trial outcomes instrument development grant program (u01)
RFA-HL-10-020,â effectiveness research on smoking cessation in hospitalized patients (u01)
RFA-GM-10-003,modeling the scientific workforce (u01)
RFA-HD-09-008,: cooperative research partnerships to promote workforce diversity in the reproductive sciences (u01)
RFA-HG-09-014,comparing design approaches for sequencing disease-associated regions found in genome-wide association studies (u01)
RFA-HL-10-025,effectiveness research on smoking cessation in hospitalized patients research coordinating unit (u01)
RFA-HL-10-018,nhlbi cardiovascular outcomes research coordinating unit (u01)
RFA-MH-10-040,biosignature discovery for personalized treatment in depression (u01)
